insurance_num,age,sum_assured
8018,25,425000
8019,21,366000
8020,22,408000
8021,28,384000
8022,38,316000
8023,38,488000
8024,36,316000
8025,24,373000
8026,31,435000
8027,21,270000
8028,35,281000
8029,25,271000
8030,36,261000
8031,27,240000
8032,33,436000
8033,37,479000
8034,27,386000
8035,22,487000
8036,31,333000
8037,23,285000
8038,38,287000
8039,24,298000
8040,28,210000
8041,20,399000
8042,32,320000
8043,27,428000
8044,27,439000
8045,37,317000
8046,28,343000
8047,22,349000
8048,26,429000
8049,39,250000
8050,29,395000
8051,25,346000
8052,23,308000
8053,29,407000
8054,36,214000
8055,38,349000
8056,21,220000
8057,30,305000
8058,40,498000
8059,37,283000
8060,30,352000
8061,27,228000
8062,25,240000
8063,22,222000
8064,32,211000
8065,34,423000
8066,36,441000
8067,30,338000
8068,31,333000
8069,28,211000
8070,37,225000
8071,21,369000
8072,38,238000
8073,38,318000
8074,28,451000
8075,24,371000
8076,34,353000
8077,37,208000
8078,33,307000
8079,26,325000
8080,31,355000
8081,29,408000
8082,21,335000
8083,27,466000
8084,38,297000
8085,34,420000
8086,29,390000
8087,22,491000
8088,24,379000
8089,35,446000
8090,34,332000
8091,29,361000
8092,27,302000
8093,29,374000
8094,37,297000
8095,28,448000
8096,25,489000
8097,34,397000
8098,21,375000
8099,28,403000
8100,33,288000
8101,37,258000
8102,21,456000
8103,34,483000
8104,32,207000
8105,38,278000
8106,32,277000
8107,40,237000
8108,35,411000
8109,30,498000
8110,23,359000
8111,21,494000
8112,34,246000
8113,27,218000
8114,25,495000
8115,20,243000
8116,36,411000
8117,35,259000
8118,37,344000
8119,40,332000
8120,23,393000
8121,29,413000
8122,39,461000
8123,28,281000
8124,35,425000
8125,32,254000
8126,29,466000
8127,34,384000
8128,26,380000
8129,22,293000
8130,22,432000
8131,29,492000
8132,20,484000
8133,32,223000
8134,29,278000
8135,37,275000
8136,34,388000
8137,30,474000
8138,29,337000
8139,38,475000
8140,39,472000
8141,28,337000
8142,20,457000
8143,29,298000
8144,23,249000
8145,37,316000
8146,31,333000
8147,32,203000
8148,24,247000
8149,36,226000
8150,33,403000
8151,29,307000
8152,22,360000
8153,39,393000
8154,31,422000
8155,26,492000
8156,22,407000
8157,27,330000
8158,40,395000
8159,34,263000
8160,34,377000
8161,33,485000
8162,38,470000
8163,23,260000
8164,35,292000
8165,34,220000
8166,35,374000
8167,26,207000
8168,21,250000
8169,26,388000
8170,20,360000
8171,23,486000
8172,32,493000
8173,35,425000
8174,26,344000
8175,21,284000
8176,39,439000
8177,38,281000
8178,33,479000
8179,33,222000
8180,35,359000
8181,21,315000
8182,23,372000
8183,25,292000
8184,38,348000
8185,38,265000
8186,28,406000
8187,27,436000
8188,31,387000
8189,35,467000
8190,38,334000
8191,33,492000
8192,39,247000
8193,21,244000
8194,24,363000
8195,40,373000
8196,29,372000
8197,31,447000
8198,23,223000
8199,34,494000
8200,37,341000
8201,28,212000
8202,31,209000
8203,30,474000
8204,36,434000
8205,32,254000
8206,27,296000
8207,29,357000
8208,29,395000
8209,33,410000
8210,40,460000
8211,30,442000
8212,35,354000
8213,31,367000
8214,39,223000
8215,27,406000
8216,38,353000
8217,40,347000
8218,32,228000
8219,34,288000
8220,21,311000
8221,37,442000
8222,26,441000
8223,27,409000
8224,27,417000
8225,22,377000
8226,35,242000
8227,27,465000
8228,28,462000
8229,26,425000
8230,20,381000
8231,39,300000
8232,22,279000
8233,21,322000
8234,33,364000
8235,20,361000
8236,20,264000
8237,35,384000
8238,22,433000
8239,28,263000
8240,35,409000
8241,21,201000
8242,24,388000
8243,38,381000
8244,31,289000
8245,33,317000
8246,40,427000
8247,35,400000
8248,37,495000
8249,35,234000
8250,27,318000
8251,36,482000
8252,26,211000
8253,31,215000
8254,25,414000
8255,35,429000
8256,25,344000
8257,28,375000
8258,40,384000
8259,27,280000
8260,36,350000
8261,27,236000
8262,37,274000
8263,21,401000
8264,20,238000
8265,23,476000
8266,30,436000
8267,29,290000
8268,25,231000
8269,22,216000
8270,31,224000
8271,34,203000
8272,39,390000
8273,40,292000
8274,23,321000
8275,36,201000
8276,28,498000
8277,39,282000
8278,39,233000
8279,34,407000
8280,34,209000
8281,20,246000
8282,22,484000
8283,29,499000
8284,30,267000
8285,32,229000
8286,38,275000
8287,20,427000
8288,39,383000
8289,24,306000
8290,39,377000
8291,32,281000
8292,32,484000
8293,27,439000
8294,39,330000
8295,21,405000
8296,32,310000
8297,22,412000
8298,37,398000
8299,22,449000
8300,26,261000
8301,23,469000
8302,27,285000
8303,30,209000
8304,24,329000
8305,34,217000
8306,29,324000
8307,39,351000
8308,28,218000
8309,36,306000
8310,33,248000
8311,25,389000
8312,37,234000
8313,36,471000
8314,34,369000
8315,26,472000
8316,35,343000
8317,39,313000
8318,35,361000
8319,37,217000
8320,30,229000
8321,35,482000
8322,26,468000
8323,39,264000
8324,26,478000
8325,37,272000
8326,37,390000
8327,39,360000
8328,27,254000
8329,37,279000
8330,23,487000
8331,24,257000
8332,23,351000
8333,29,400000
8334,25,289000
8335,21,321000
8336,35,432000
8337,39,334000
8338,40,415000
8339,26,263000
8340,34,443000
8341,35,418000
8342,23,337000
8343,27,338000
8344,34,412000
8345,32,475000
8346,29,268000
8347,20,228000
8348,39,302000
8349,33,279000
8350,34,481000
8351,32,270000
8352,36,263000
8353,29,389000
8354,30,454000
8355,35,201000
8356,37,351000
8357,30,435000
8358,36,489000
8359,28,281000
8360,37,322000
8361,39,453000
8362,40,396000
8363,21,247000
8364,29,494000
8365,32,423000
8366,26,437000
8367,30,305000
8368,20,487000
8369,33,473000
8370,24,389000
8371,34,297000
8372,21,416000
8373,40,301000
8374,33,373000
8375,39,325000
8376,23,450000
8377,27,489000
8378,23,399000
8379,33,235000
8380,39,492000
8381,39,311000
8382,28,216000
8383,27,319000
8384,25,499000
8385,36,233000
8386,28,390000
8387,36,446000
8388,29,452000
8389,32,342000
8390,25,318000
8391,21,208000
8392,24,445000
8393,24,464000
8394,38,381000
8395,36,474000
8396,30,351000
8397,40,436000
8398,34,259000
8399,35,276000
8400,32,431000
8401,32,246000
8402,20,304000
8403,35,269000
8404,33,284000
8405,37,490000
8406,21,412000
8407,22,292000
8408,22,452000
8409,28,348000
8410,31,277000
8411,26,279000
8412,31,438000
8413,20,260000
8414,28,338000
8415,36,493000
8416,33,272000
8417,30,211000
8418,37,399000
8419,33,234000
8420,34,284000
8421,34,355000
8422,33,472000
8423,27,414000
8424,25,412000
8425,33,417000
8426,40,489000
8427,30,312000
8428,26,241000
8429,20,463000
8430,22,319000
8431,39,246000
8432,32,366000
8433,39,373000
8434,20,395000
8435,31,306000
8436,24,346000
8437,30,426000
8438,25,213000
8439,32,226000
8440,20,482000
8441,22,451000
8442,32,214000
8443,28,398000
8444,35,215000
8445,28,229000
8446,23,318000
8447,28,398000
8448,40,280000
8449,25,217000
8450,34,372000
8451,28,333000
8452,24,266000
8453,35,402000
8454,32,451000
8455,21,261000
8456,33,275000
8457,22,378000
8458,28,208000
8459,25,419000
8460,34,297000
8461,28,449000
8462,39,225000
8463,28,234000
8464,24,456000
8465,40,376000
8466,33,320000
8467,29,489000
8468,30,232000
8469,22,337000
8470,27,325000
8471,40,363000
8472,32,257000
8473,28,271000
8474,24,372000
8475,30,296000
8476,29,225000
8477,23,254000
8478,31,482000
8479,34,221000
8480,30,360000
8481,34,355000
8482,30,461000
8483,29,415000
8484,32,209000
8485,32,343000
8486,36,410000
8487,32,239000
8488,35,269000
8489,34,304000
8490,25,301000
8491,22,372000
8492,22,498000
8493,20,349000
8494,29,228000
8495,26,461000
8496,39,331000
8497,40,352000
8498,32,435000
8499,22,256000
8500,35,448000
8501,22,366000
8502,31,204000
8503,38,466000
8504,38,227000
8505,26,331000
8506,21,413000
8507,39,406000
8508,34,453000
8509,28,291000
8510,20,250000
8511,25,209000
8512,25,428000
8513,39,477000
8514,31,229000
8515,23,435000
8516,40,430000
8517,28,338000
8518,36,364000
8519,33,252000
8520,31,399000
8521,29,253000
8522,32,238000
8523,21,300000
8524,20,359000
8525,25,344000
8526,22,334000
8527,40,438000
8528,36,429000
8529,30,459000
8530,30,258000
8531,21,301000
8532,32,305000
8533,23,378000
8534,32,400000
8535,20,280000
8536,39,478000
8537,27,327000
8538,21,270000
8539,40,487000
8540,35,213000
8541,30,413000
8542,27,447000
8543,23,208000
8544,21,419000
8545,32,416000
8546,21,361000
8547,38,363000
8548,35,232000
8549,29,444000
8550,40,427000
8551,29,352000
8552,33,249000
8553,27,277000
8554,30,477000
8555,32,412000
8556,24,249000
8557,37,408000
8558,22,215000
8559,29,331000
8560,20,365000
8561,32,295000
8562,20,271000
8563,26,377000
8564,23,334000
8565,27,255000
8566,31,278000
8567,33,346000
8568,37,369000
8569,20,281000
8570,26,241000
8571,21,361000
8572,38,372000
8573,37,438000
8574,25,342000
8575,27,318000
8576,27,368000
8577,26,374000
8578,36,266000
8579,20,468000
8580,22,253000
8581,24,297000
8582,35,371000
8583,21,450000
8584,34,394000
8585,37,220000
8586,32,422000
8587,24,276000
8588,39,486000
8589,40,258000
8590,22,255000
8591,27,406000
8592,34,420000
8593,22,223000
8594,28,423000
8595,20,397000
8596,22,319000
8597,20,431000
8598,34,269000
8599,31,263000
8600,29,209000
8601,23,223000
8602,21,335000
8603,34,392000
8604,38,214000
8605,34,207000
8606,35,440000
8607,21,208000
8608,34,431000
8609,24,202000
8610,29,368000
8611,34,316000
8612,30,211000
8613,37,325000
8614,25,431000
8615,26,347000
8616,31,263000
8617,24,312000
8618,37,499000
8619,35,446000
8620,23,361000
8621,40,307000
8622,20,320000
8623,31,290000
8624,38,494000
8625,27,245000
8626,29,261000
8627,24,223000
8628,21,371000
8629,30,386000
8630,31,354000
8631,38,430000
8632,27,243000
8633,29,308000
8634,26,356000
8635,31,357000
8636,21,498000
8637,26,253000
8638,40,228000
8639,27,351000
8640,24,412000
8641,32,361000
8642,37,347000
8643,32,260000
8644,32,265000
8645,39,415000
8646,39,431000
8647,32,446000
8648,24,473000
8649,37,271000
8650,38,485000
8651,34,487000
8652,34,492000
8653,33,241000
8654,35,483000
8655,29,351000
8656,24,378000
8657,21,226000
8658,26,467000
8659,34,227000
8660,24,320000
8661,28,265000
8662,39,479000
8663,28,453000
8664,26,425000
8665,29,380000
8666,30,233000
8667,27,423000
8668,21,428000
8669,36,315000
8670,34,341000
8671,34,215000
8672,22,491000
8673,35,247000
8674,29,334000
8675,29,332000
8676,40,378000
8677,38,292000
8678,29,224000
8679,34,413000
8680,31,405000
8681,20,249000
8682,21,398000
8683,34,298000
8684,33,419000
8685,32,386000
8686,33,204000
8687,35,347000
8688,37,401000
8689,26,424000
8690,24,297000
8691,37,241000
8692,22,494000
8693,25,293000
8694,33,453000
8695,33,372000
8696,31,290000
8697,35,339000
8698,36,344000
8699,23,362000
8700,31,316000
8701,22,306000
8702,40,444000
8703,20,487000
8704,37,268000
8705,24,329000
8706,35,341000
8707,27,233000
8708,24,286000
8709,33,254000
8710,25,227000
8711,33,220000
8712,37,292000
8713,27,266000
8714,40,471000
8715,28,346000
8716,34,379000
8717,25,367000
8718,25,347000
8719,25,337000
8720,20,419000
8721,26,474000
8722,20,289000
8723,37,232000
8724,37,426000
8725,26,414000
8726,27,264000
8727,23,395000
8728,25,464000
8729,37,256000
8730,40,379000
8731,29,473000
8732,21,273000
8733,33,219000
8734,39,228000
8735,32,249000
8736,35,486000
8737,32,288000
8738,24,327000
8739,24,469000
8740,30,299000
8741,23,353000
8742,30,269000
8743,21,442000
8744,37,471000
8745,39,399000
8746,25,419000
8747,30,485000
8748,22,235000
8749,25,372000
8750,21,331000
8751,33,213000
8752,35,402000
8753,24,488000
8754,34,237000
8755,31,325000
8756,26,395000
8757,34,463000
8758,28,338000
8759,24,247000
8760,21,500000
8761,32,356000
8762,29,492000
8763,32,389000
8764,34,414000
8765,34,485000
8766,34,368000
8767,28,264000
8768,26,227000
8769,20,454000
8770,26,425000
8771,23,465000
8772,27,365000
8773,35,479000
8774,28,267000
8775,20,275000
8776,32,410000
8777,40,471000
8778,33,334000
8779,38,315000
8780,25,465000
8781,37,256000
8782,24,295000
8783,39,284000
8784,33,468000
8785,38,429000
8786,27,415000
8787,31,438000
8788,27,442000
8789,26,301000
8790,20,483000
8791,20,318000
8792,22,455000
8793,34,259000
8794,40,342000
8795,31,225000
8796,21,218000
8797,39,431000
8798,37,295000
8799,37,391000
8800,38,413000
8801,22,411000
8802,27,222000
8803,23,271000
8804,39,350000
8805,23,366000
8806,40,492000
8807,23,342000
8808,32,307000
8809,36,325000
8810,40,285000
8811,27,471000
8812,25,382000
8813,37,287000
8814,32,498000
8815,35,420000
8816,21,426000
8817,29,400000
8818,21,335000
8819,37,314000
8820,33,413000
8821,24,302000
8822,40,491000
8823,27,408000
8824,24,292000
8825,40,454000
8826,22,210000
8827,21,351000
8828,33,493000
8829,38,355000
8830,25,218000
8831,32,292000
8832,32,462000
8833,39,223000
8834,31,379000
8835,32,258000
8836,34,249000
8837,25,220000
8838,37,363000
8839,38,372000
8840,38,345000
8841,27,352000
8842,36,203000
8843,29,437000
8844,23,402000
8845,36,397000
8846,31,486000
8847,40,214000
8848,33,234000
8849,29,346000
8850,33,226000
8851,32,278000
8852,21,309000
8853,40,375000
8854,30,497000
8855,33,438000
8856,20,477000
8857,20,300000
8858,32,463000
8859,28,478000
8860,25,444000
8861,33,279000
8862,40,418000
8863,23,436000
8864,29,435000
8865,27,247000
8866,27,492000
8867,27,428000
8868,35,217000
8869,40,324000
8870,27,239000
8871,37,349000
8872,26,361000
8873,38,463000
8874,20,450000
8875,26,477000
8876,32,304000
8877,31,346000
8878,25,298000
8879,30,357000
8880,38,297000
8881,21,420000
8882,32,425000
8883,31,270000
8884,36,476000
8885,23,439000
8886,33,275000
8887,22,352000
8888,34,343000
8889,34,332000
8890,34,235000
8891,32,248000
8892,29,226000
8893,35,475000
8894,36,348000
8895,30,408000
8896,40,476000
8897,38,214000
8898,31,463000
8899,31,387000
8900,22,498000
8901,31,313000
8902,25,202000
8903,39,335000
8904,40,408000
8905,28,260000
8906,27,462000
8907,38,321000
8908,29,318000
8909,36,267000
8910,31,438000
8911,33,355000
8912,21,478000
8913,35,346000
8914,33,427000
8915,20,328000
8916,21,368000
8917,21,303000
8918,37,290000
8919,26,343000
8920,23,442000
8921,23,265000
8922,34,238000
8923,23,461000
8924,38,418000
8925,33,316000
8926,21,272000
8927,31,417000
8928,34,298000
8929,40,452000
8930,34,256000
8931,31,445000
8932,33,348000
8933,39,436000
8934,24,396000
8935,27,209000
8936,39,329000
8937,22,327000
8938,39,293000
8939,35,358000
8940,25,355000
8941,20,322000
8942,37,267000
8943,39,317000
8944,34,286000
8945,22,262000
8946,32,421000
8947,31,236000
8948,38,237000
8949,28,442000
8950,35,366000
8951,21,265000
8952,38,255000
8953,29,465000
8954,28,397000
8955,26,340000
8956,30,497000
8957,38,338000
8958,33,239000
8959,40,404000
8960,40,247000
8961,23,261000
8962,26,444000
8963,24,215000
8964,40,383000
8965,39,432000
8966,20,340000
8967,35,481000
8968,26,353000
8969,22,398000
8970,32,453000
8971,34,328000
8972,33,259000
8973,20,294000
8974,24,341000
8975,29,283000
8976,24,224000
8977,24,421000
8978,40,325000
8979,38,204000
8980,20,391000
8981,22,435000
8982,26,355000
8983,31,266000
8984,20,222000
8985,29,281000
8986,26,253000
8987,34,437000
8988,34,228000
8989,39,228000
8990,39,416000
8991,40,452000
8992,22,365000
8993,40,268000
8994,22,488000
8995,29,462000
8996,34,219000
8997,20,439000
8998,21,209000
8999,33,307000
9000,26,496000
9001,20,365000
9002,25,449000
9003,39,434000
9004,39,208000
9005,31,411000
9006,40,240000
9007,34,396000
9008,23,300000
9009,40,295000
9010,36,431000
9011,40,328000
9012,26,207000
9013,20,295000
9014,24,292000
9015,38,222000
9016,32,247000
9017,27,224000
9018,31,212000
9019,37,345000
9020,25,275000
9021,36,407000
9022,25,467000
9023,28,263000
9024,33,308000
9025,29,248000
9026,35,246000
9027,31,361000
9028,27,329000
9029,34,476000
9030,37,401000
9031,25,415000
9032,30,389000
9033,33,476000
9034,32,295000
9035,22,250000
9036,36,267000
9037,27,334000
9038,24,217000
9039,39,470000
9040,21,351000
9041,39,453000
9042,22,479000
9043,31,416000
9044,33,228000
9045,31,224000
9046,29,304000
9047,28,403000
9048,39,274000
9049,24,282000
9050,33,295000
9051,21,297000
9052,36,315000
9053,35,223000
9054,29,228000
9055,28,274000
9056,23,459000
9057,27,308000
9058,32,378000
9059,40,275000
9060,21,343000
9061,34,221000
9062,30,490000
9063,25,241000
9064,36,363000
9065,28,322000
9066,31,466000
9067,20,403000
9068,39,410000
9069,21,431000
9070,39,500000
9071,35,279000
9072,38,205000
9073,31,353000
9074,39,322000
9075,25,374000
9076,32,308000
9077,20,329000
9078,32,441000
9079,38,422000
9080,36,435000
9081,23,440000
9082,33,349000
9083,28,480000
9084,25,251000
9085,26,387000
9086,32,489000
9087,34,235000
9088,26,485000
9089,29,388000
9090,38,223000
9091,39,378000
9092,28,305000
9093,25,377000
9094,29,465000
9095,21,217000
9096,24,353000
9097,27,427000
9098,32,326000
9099,38,260000
9100,25,277000
9101,39,425000
9102,38,454000
9103,31,285000
9104,23,208000
9105,34,341000
9106,26,417000
9107,36,494000
9108,37,447000
9109,38,396000
9110,31,210000
9111,31,279000
9112,39,302000
9113,40,326000
9114,20,355000
9115,22,352000
9116,23,412000
9117,31,270000
9118,21,481000
9119,33,469000
9120,34,263000
9121,29,290000
9122,40,328000
9123,29,346000
9124,38,375000
9125,38,453000
9126,37,245000
9127,35,251000
9128,32,348000
9129,20,296000
9130,23,320000
9131,29,354000
9132,33,250000
9133,31,271000
9134,33,203000
9135,21,233000
9136,39,382000
9137,35,230000
9138,28,408000
9139,25,474000
9140,39,403000
9141,37,442000
9142,29,219000
9143,22,450000
9144,29,477000
9145,23,283000
9146,26,316000
9147,30,270000
9148,32,270000
9149,33,341000
9150,33,296000
9151,28,370000
9152,36,433000
9153,20,333000
9154,34,435000
9155,39,340000
9156,33,235000
9157,38,489000
9158,22,288000
9159,20,393000
9160,39,457000
9161,22,282000
9162,39,238000
9163,24,232000
9164,23,489000
9165,28,249000
9166,28,242000
9167,40,369000
9168,35,256000
9169,27,203000
9170,36,490000
9171,39,412000
9172,22,224000
9173,20,224000
9174,22,217000
9175,22,416000
9176,27,227000
9177,30,291000
9178,36,285000
9179,37,331000
9180,30,441000
9181,36,462000
9182,25,351000
9183,31,491000
9184,25,334000
9185,30,239000
9186,21,478000
9187,20,349000
9188,24,376000
9189,35,236000
9190,32,384000
9191,32,213000
9192,33,452000
9193,39,420000
9194,32,215000
9195,39,406000
9196,36,474000
9197,34,324000
9198,30,244000
9199,28,403000
9200,29,212000
9201,26,461000
9202,37,484000
9203,31,254000
9204,24,316000
9205,33,224000
9206,32,378000
9207,29,335000
9208,32,344000
9209,36,447000
9210,24,250000
9211,20,332000
9212,39,244000
9213,23,359000
9214,33,417000
9215,22,209000
9216,40,228000
9217,29,300000
9218,27,455000
9219,27,309000
9220,27,330000
9221,36,461000
9222,32,203000
9223,37,399000
9224,30,285000
9225,26,295000
9226,27,292000
9227,40,494000
9228,27,467000
9229,37,468000
9230,36,307000
9231,38,301000
9232,36,326000
9233,39,392000
9234,30,241000
9235,36,438000
9236,37,385000
9237,29,410000
9238,29,479000
9239,31,286000
9240,40,342000
9241,25,264000
9242,31,446000
9243,22,437000
9244,31,445000
9245,21,435000
9246,31,203000
9247,29,411000
9248,34,261000
9249,38,270000
9250,26,293000
9251,26,235000
9252,23,269000
9253,22,290000
9254,31,396000
9255,20,250000
9256,23,396000
9257,38,211000
9258,28,212000
9259,38,203000
9260,39,459000
9261,33,335000
9262,32,276000
9263,39,469000
9264,35,480000
9265,25,473000
9266,27,429000
9267,27,302000
9268,40,271000
9269,22,351000
9270,22,219000
9271,27,488000
9272,36,241000
9273,21,436000
9274,39,428000
9275,37,334000
9276,36,264000
9277,25,286000
9278,22,266000
9279,25,423000
9280,35,432000
9281,31,396000
9282,30,352000
9283,21,293000
9284,30,229000
9285,27,276000
9286,32,478000
9287,26,335000
9288,29,201000
9289,21,451000
9290,39,326000
9291,26,345000
9292,25,301000
9293,38,331000
9294,26,451000
9295,26,315000
9296,20,476000
9297,25,269000
9298,25,375000
9299,28,312000
9300,37,306000
9301,36,339000
9302,20,415000
9303,20,313000
9304,21,251000
9305,22,355000
9306,24,252000
9307,26,484000
9308,23,249000
9309,36,384000
9310,29,489000
9311,30,443000
9312,21,388000
9313,32,463000
9314,33,318000
9315,23,247000
9316,26,246000
9317,26,385000
9318,39,499000
9319,20,344000
9320,21,327000
9321,24,424000
9322,32,460000
9323,32,296000
9324,36,240000
9325,40,447000
9326,31,394000
9327,32,327000
9328,28,468000
9329,21,374000
9330,31,269000
9331,37,431000
9332,40,250000
9333,31,417000
9334,21,405000
9335,30,368000
9336,21,436000
9337,27,428000
9338,29,276000
9339,39,328000
9340,29,458000
9341,30,406000
9342,31,284000
9343,38,256000
9344,22,398000
9345,33,477000
9346,40,419000
9347,25,248000
9348,28,411000
9349,35,215000
9350,31,372000
9351,34,264000
9352,20,435000
9353,23,336000
9354,24,311000
9355,32,334000
9356,37,492000
9357,22,338000
9358,27,201000
9359,40,474000
9360,23,331000
9361,39,493000
9362,36,271000
9363,23,205000
9364,34,337000
9365,33,407000
9366,30,238000
9367,31,348000
9368,21,262000
9369,38,340000
9370,22,375000
9371,30,279000
9372,40,296000
9373,32,291000
9374,29,441000
9375,32,310000
9376,32,406000
9377,35,459000
9378,27,301000
9379,38,268000
9380,24,443000
9381,37,213000
9382,24,216000
9383,20,459000
9384,40,257000
9385,24,330000
9386,25,236000
9387,40,331000
9388,40,374000
9389,34,347000
9390,33,290000
9391,31,386000
9392,33,376000
9393,26,475000
9394,31,344000
9395,40,311000
9396,33,228000
9397,37,266000
9398,26,456000
9399,21,411000
9400,30,367000
9401,25,351000
9402,40,254000
9403,23,228000
9404,26,288000
9405,31,296000
9406,26,242000
9407,32,461000
9408,24,286000
9409,36,325000
9410,23,377000
9411,36,319000
9412,33,277000
9413,34,351000
9414,40,430000
9415,37,326000
9416,29,411000
9417,25,380000
9418,27,444000
9419,29,454000
9420,24,277000
9421,29,409000
9422,21,466000
9423,23,271000
9424,26,376000
9425,24,219000
9426,33,359000
9427,38,355000
9428,39,347000
9429,20,330000
9430,32,372000
9431,34,327000
9432,25,218000
9433,22,438000
9434,40,431000
9435,31,233000
9436,21,429000
9437,28,458000
9438,39,313000
9439,32,283000
9440,31,320000
9441,27,363000
9442,34,486000
9443,27,334000
9444,33,277000
9445,28,244000
9446,20,428000
9447,29,275000
9448,24,437000
9449,32,272000
9450,23,427000
9451,25,336000
9452,25,372000
9453,40,247000
9454,24,259000
9455,38,303000
9456,37,252000
9457,26,402000
9458,24,264000
9459,24,360000
9460,20,284000
9461,28,475000
9462,23,466000
9463,28,227000
9464,29,348000
9465,31,417000
9466,30,344000
9467,26,443000
9468,22,355000
9469,29,438000
9470,36,230000
9471,22,401000
9472,33,215000
9473,20,275000
9474,38,321000
9475,29,285000
9476,26,393000
9477,34,418000
9478,23,477000
9479,32,260000
9480,32,370000
9481,37,224000
9482,23,252000
9483,23,274000
9484,28,278000
9485,28,493000
9486,35,497000
9487,30,333000
9488,27,305000
9489,30,251000
9490,24,274000
9491,21,286000
9492,24,347000
9493,39,315000
9494,21,380000
9495,38,397000
9496,35,359000
9497,32,426000
9498,33,203000
9499,39,233000
9500,21,229000
9501,36,321000
9502,21,304000
9503,32,445000
9504,29,308000
9505,25,344000
9506,29,266000
9507,25,266000
9508,22,234000
9509,28,298000
9510,35,421000
9511,25,281000
9512,26,414000
9513,27,307000
9514,28,293000
9515,24,325000
9516,24,251000
9517,27,414000
9518,39,458000
9519,24,471000
9520,21,371000
9521,24,491000
9522,25,357000
9523,40,315000
9524,30,393000
9525,20,378000
9526,28,290000
9527,25,355000
9528,20,223000
9529,21,296000
9530,38,232000
9531,34,284000
9532,27,361000
9533,37,272000
9534,22,279000
9535,34,305000
9536,22,296000
9537,37,341000
9538,28,429000
9539,22,313000
9540,33,358000
9541,40,228000
9542,33,408000
9543,30,435000
9544,34,469000
9545,20,216000
9546,25,422000
9547,31,484000
9548,40,390000
9549,22,368000
9550,37,467000
9551,37,336000
9552,20,383000
9553,39,475000
9554,27,481000
9555,23,233000
9556,28,274000
9557,36,261000
9558,23,286000
9559,37,481000
9560,37,269000
9561,37,414000
9562,27,329000
9563,36,424000
9564,37,236000
9565,38,377000
9566,40,479000
9567,33,380000
9568,31,356000
9569,36,323000
9570,34,268000
9571,29,336000
9572,28,486000
9573,24,353000
9574,38,322000
9575,23,441000
9576,28,304000
9577,36,268000
9578,27,458000
9579,38,269000
9580,24,433000
9581,34,464000
9582,25,278000
9583,30,206000
9584,21,251000
9585,39,358000
9586,32,374000
9587,30,420000
9588,26,364000
9589,31,455000
9590,32,291000
9591,31,253000
9592,37,452000
9593,26,385000
9594,24,225000
9595,20,446000
9596,23,330000
9597,26,209000
9598,33,236000
9599,38,282000
9600,35,294000
9601,33,437000
9602,33,498000
9603,24,262000
9604,37,337000
9605,36,379000
9606,30,212000
9607,38,486000
9608,33,337000
9609,22,469000
9610,20,431000
9611,26,211000
9612,35,371000
9613,38,240000
9614,29,390000
9615,37,433000
9616,36,206000
9617,30,268000
9618,27,373000
9619,24,202000
9620,22,275000
9621,34,288000
9622,28,203000
9623,26,491000
9624,21,260000
9625,23,287000
9626,32,371000
9627,22,446000
9628,31,339000
9629,40,488000
9630,31,426000
9631,29,386000
9632,35,344000
9633,38,293000
9634,40,409000
9635,25,490000
9636,24,395000
9637,29,466000
9638,34,250000
9639,37,298000
9640,32,318000
9641,28,435000
9642,24,468000
9643,31,490000
9644,23,217000
9645,37,314000
9646,32,365000
9647,21,297000
9648,21,441000
9649,32,385000
9650,30,478000
9651,22,332000
9652,38,459000
9653,28,325000
9654,39,307000
9655,27,470000
9656,31,391000
9657,21,353000
9658,39,429000
9659,35,375000
9660,30,495000
9661,21,302000
9662,20,465000
9663,37,443000
9664,23,245000
9665,26,207000
9666,38,467000
9667,36,376000
9668,22,459000
9669,24,367000
9670,38,271000
9671,37,241000
9672,29,283000
9673,28,368000
9674,34,453000
9675,28,398000
9676,20,445000
9677,31,371000
9678,35,204000
9679,24,404000
9680,35,313000
9681,32,247000
9682,36,285000
9683,34,301000
9684,33,391000
9685,34,335000
9686,27,363000
9687,22,486000
9688,39,370000
9689,20,433000
9690,40,244000
9691,37,263000
9692,26,287000
9693,21,286000
9694,20,350000
9695,25,388000
9696,27,457000
9697,28,308000
9698,30,476000
9699,25,272000
9700,27,374000
9701,38,259000
9702,34,451000
9703,40,424000
9704,36,497000
9705,31,200000
9706,27,246000
9707,28,481000
9708,35,299000
9709,37,204000
9710,39,432000
9711,30,277000
9712,38,473000
9713,26,333000
9714,37,323000
9715,40,256000
9716,36,219000
9717,37,404000
9718,32,407000
9719,35,345000
9720,40,263000
9721,34,301000
9722,36,451000
9723,28,294000
9724,32,458000
9725,27,482000
9726,37,220000
9727,21,477000
9728,37,354000
9729,31,328000
9730,25,217000
9731,26,250000
9732,23,368000
9733,24,275000
9734,36,344000
9735,36,436000
9736,27,281000
9737,35,236000
9738,26,428000
9739,33,290000
9740,38,431000
9741,34,488000
9742,29,237000
9743,22,265000
9744,24,442000
9745,21,407000
9746,31,291000
9747,34,231000
9748,35,423000
9749,37,497000
9750,20,453000
9751,28,232000
9752,38,346000
9753,36,252000
9754,20,211000
9755,35,363000
9756,35,435000
9757,26,428000
9758,21,254000
9759,23,292000
9760,40,394000
9761,23,333000
9762,25,357000
9763,32,460000
9764,29,336000
9765,30,499000
